topic,n_poetry,n_prose,share_poetry_in_corpus,share_prose_in_corpus,ratio_poetry_over_prose
79,0,33,0.0,0.002259190798932019,0.0
42,0,61,0.0,0.004176079961662217,0.0
348,0,12,0.0,0.0008215239268843705,0.0
352,0,12,0.0,0.0008215239268843705,0.0
354,0,9,0.0,0.0006161429451632779,0.0
268,0,19,0.0,0.00130074621756692,0.0
131,0,35,0.0,0.0023961114534127473,0.0
126,0,27,0.0,0.0018484288354898336,0.0
269,0,18,0.0,0.0012322858903265558,0.0
210,0,22,0.0,0.0015061271992880126,0.0
191,0,23,0.0,0.0015745875265283768,0.0
250,0,20,0.0,0.0013692065448072841,0.0
78,0,35,0.0,0.0023961114534127473,0.0
13,0,95,0.0,0.0065037310878346,0.0
277,0,18,0.0,0.0012322858903265558,0.0
346,0,10,0.0,0.0006846032724036421,0.0
206,0,22,0.0,0.0015061271992880126,0.0
169,0,32,0.0,0.0021907304716916546,0.0
253,0,25,0.0,0.0017115081810091053,0.0
194,0,18,0.0,0.0012322858903265558,0.0
31,0,63,0.0,0.004313000616142945,0.0
341,0,12,0.0,0.0008215239268843705,0.0
27,0,87,0.0,0.005956048469911686,0.0
320,0,12,0.0,0.0008215239268843705,0.0
260,0,15,0.0,0.0010269049086054631,0.0
68,0,43,0.0,0.002943794071335661,0.0
157,0,27,0.0,0.0018484288354898336,0.0
179,0,18,0.0,0.0012322858903265558,0.0
39,0,78,0.0,0.005339905524748409,0.0
344,0,8,0.0,0.0005476826179229136,0.0
247,0,16,0.0,0.0010953652358458273,0.0
319,0,15,0.0,0.0010269049086054631,0.0
246,0,22,0.0,0.0015061271992880126,0.0
139,0,21,0.0,0.0014376668720476485,0.0
251,0,17,0.0,0.0011638255630861914,0.0
188,0,25,0.0,0.0017115081810091053,0.0
275,0,18,0.0,0.0012322858903265558,0.0
310,0,8,0.0,0.0005476826179229136,0.0
332,0,15,0.0,0.0010269049086054631,0.0
158,0,32,0.0,0.0021907304716916546,0.0
340,0,11,0.0,0.0007530635996440063,0.0
317,0,25,0.0,0.0017115081810091053,0.0
86,0,45,0.0,0.0030807147258163892,0.0
218,0,23,0.0,0.0015745875265283768,0.0
323,0,19,0.0,0.00130074621756692,0.0
109,0,35,0.0,0.0023961114534127473,0.0
343,0,12,0.0,0.0008215239268843705,0.0
166,0,28,0.0,0.0019168891627301978,0.0
318,0,9,0.0,0.0006161429451632779,0.0
252,0,24,0.0,0.001643047853768741,0.0
111,0,27,0.0,0.0018484288354898336,0.0
70,0,37,0.0,0.0025330321078934756,0.0
337,0,8,0.0,0.0005476826179229136,0.0
213,0,20,0.0,0.0013692065448072841,0.0
159,0,21,0.0,0.0014376668720476485,0.0
338,0,17,0.0,0.0011638255630861914,0.0
314,0,12,0.0,0.0008215239268843705,0.0
248,0,22,0.0,0.0015061271992880126,0.0
273,0,8,0.0,0.0005476826179229136,0.0
234,0,15,0.0,0.0010269049086054631,0.0
272,0,26,0.0,0.0017799685082494695,0.0
326,0,17,0.0,0.0011638255630861914,0.0
327,0,9,0.0,0.0006161429451632779,0.0
7,0,97,0.0,0.006640651742315328,0.0
266,0,24,0.0,0.001643047853768741,0.0
331,0,13,0.0,0.0008899842541247347,0.0
141,0,31,0.0,0.0021222701444512907,0.0
333,0,12,0.0,0.0008215239268843705,0.0
334,0,22,0.0,0.0015061271992880126,0.0
137,0,26,0.0,0.0017799685082494695,0.0
217,0,19,0.0,0.00130074621756692,0.0
80,0,34,0.0,0.002327651126172383,0.0
367,0,9,0.0,0.0006161429451632779,0.0
